temperature,feels_like,humidity,wind_speed,weather_condition,time_of_day,season,mood,occasion,recommended_top,recommended_bottom,recommended_outer,accessories
20.0,18.5,70,23.9,clear,evening,fall,bad,work,formal shirt,pants,light jacket,none
20.8,20.7,63,14.9,clear,night,fall,neutral,formal,formal shirt,trousers,light jacket,none
19.1,19.0,60,14.8,rain,morning,fall,good,work,formal shirt,cotton pants,jacket,umbrella
17.1,17.4,55,18.7,rain,afternoon,fall,good,party,long sleeves,jeans,jacket,umbrella
24.3,24.3,36,20.4,cloudy,night,fall,good,casual,kurta,pants,jacket,none
20.6,20.9,78,22.6,clear,night,fall,neutral,casual,kurta,pants,light jacket,none
19.2,18.3,89,22.4,cloudy,evening,fall,good,work,long sleeves,pants,jacket,none
22.9,23.5,39,20.1,cloudy,evening,fall,bad,work,kurta,pants,jacket,none
24.9,25.0,69,19.8,cloudy,night,fall,bad,casual,kurta,pants,jacket,none
16.1,16.3,31,13.3,rain,morning,fall,bad,casual,kurta,jeans,jacket,umbrella
21.5,21.1,69,10.2,cloudy,evening,fall,good,work,long sleeves,pants,jacket,none
17.3,17.3,36,22.0,clear,afternoon,fall,bad,formal,formal shirt,pants,light jacket,none
19.9,20.9,59,22.6,cloudy,night,fall,neutral,formal,shirt,pants,jacket,none
24.2,23.4,86,5.4,clear,afternoon,fall,neutral,casual,formal shirt,jeans,light jacket,none
18.5,19.2,49,24.8,rain,afternoon,fall,bad,formal,formal shirt,trousers,jacket,umbrella
23.2,24.1,81,8.7,rain,afternoon,fall,good,formal,formal shirt,jeans,jacket,umbrella
16.4,17.3,45,13.5,clear,night,fall,bad,casual,formal shirt,jeans,light jacket,none
19.4,19.3,47,6.0,rain,afternoon,fall,neutral,casual,shirt,cotton pants,jacket,umbrella
19.9,21.2,52,9.1,rain,night,fall,good,casual,shirt,trousers,jacket,umbrella
18.9,17.4,61,21.7,cloudy,evening,fall,bad,formal,formal shirt,cotton pants,jacket,none
21.4,20.6,61,15.1,clear,evening,fall,neutral,party,long sleeves,jeans,light jacket,none
22.7,23.2,39,6.2,cloudy,evening,fall,bad,work,shirt,jeans,jacket,none
22.2,22.7,87,18.1,rain,morning,fall,good,formal,long sleeves,pants,jacket,umbrella
18.8,18.3,62,21.3,rain,evening,fall,neutral,party,shirt,trousers,jacket,umbrella
22.7,21.8,38,14.2,clear,afternoon,fall,good,party,formal shirt,cotton pants,light jacket,none
24.5,24.2,32,6.5,cloudy,afternoon,fall,neutral,formal,shirt,cotton pants,jacket,none
22.9,22.4,69,16.5,clear,morning,fall,good,work,long sleeves,cotton pants,light jacket,none
20.7,19.3,49,18.6,cloudy,evening,fall,bad,formal,long sleeves,pants,jacket,none
24.3,25.0,86,13.5,cloudy,evening,fall,bad,party,shirt,jeans,jacket,none
21.8,21.1,30,21.4,clear,morning,fall,good,casual,shirt,pants,light jacket,none
19.5,19.5,90,15.5,cloudy,afternoon,fall,good,formal,kurta,cotton pants,jacket,none
20.0,21.1,58,5.1,clear,evening,fall,bad,party,kurta,cotton pants,light jacket,none
23.1,22.2,57,7.2,cloudy,morning,fall,neutral,casual,kurta,cotton pants,jacket,none
20.5,20.0,80,17.9,cloudy,afternoon,fall,neutral,casual,kurta,pants,jacket,none
18.9,19.2,36,10.0,rain,night,fall,neutral,work,kurta,cotton pants,jacket,umbrella
20.3,20.9,41,20.8,clear,night,fall,good,formal,kurta,cotton pants,light jacket,none
19.1,18.4,82,15.2,rain,afternoon,fall,good,formal,long sleeves,jeans,jacket,umbrella
22.9,24.1,57,17.8,cloudy,morning,fall,good,casual,kurta,trousers,jacket,none
16.1,17.4,34,19.0,cloudy,morning,fall,bad,work,shirt,jeans,jacket,none
23.0,22.7,63,19.6,rain,afternoon,fall,bad,party,kurta,jeans,jacket,umbrella
20.3,20.5,69,19.1,rain,evening,fall,good,party,long sleeves,pants,jacket,umbrella
16.8,16.3,58,19.9,rain,evening,fall,neutral,party,formal shirt,jeans,jacket,umbrella
22.7,23.3,64,17.4,cloudy,night,fall,good,work,formal shirt,jeans,jacket,none
24.2,25.4,41,15.9,cloudy,evening,fall,bad,formal,kurta,cotton pants,jacket,none
20.3,20.7,65,22.0,cloudy,evening,fall,good,formal,formal shirt,jeans,jacket,none
22.1,22.7,44,6.1,cloudy,morning,fall,neutral,casual,kurta,cotton pants,jacket,none
16.1,17.5,72,5.5,cloudy,afternoon,fall,bad,work,shirt,cotton pants,jacket,none
22.0,21.2,58,22.5,rain,evening,fall,neutral,formal,formal shirt,jeans,jacket,umbrella
19.7,20.7,85,13.1,cloudy,morning,fall,neutral,casual,kurta,pants,jacket,none
21.8,20.7,71,9.6,rain,morning,fall,bad,work,kurta,trousers,jacket,umbrella
16.4,16.1,49,23.0,rain,night,fall,neutral,formal,formal shirt,cotton pants,jacket,umbrella
19.4,20.8,85,8.6,rain,afternoon,fall,neutral,formal,shirt,cotton pants,jacket,umbrella
20.0,21.2,44,6.5,rain,evening,fall,neutral,work,long sleeves,pants,jacket,umbrella
18.7,18.8,50,15.8,rain,evening,fall,good,party,long sleeves,cotton pants,jacket,umbrella
18.2,18.0,38,18.9,rain,night,fall,bad,party,shirt,jeans,jacket,umbrella
19.9,20.8,37,21.5,clear,morning,fall,bad,party,long sleeves,trousers,light jacket,none
21.7,20.8,90,13.6,cloudy,morning,fall,bad,party,long sleeves,cotton pants,jacket,none
17.7,16.6,74,14.8,cloudy,night,fall,bad,formal,long sleeves,pants,jacket,none
17.1,17.8,59,14.6,clear,evening,fall,bad,work,shirt,pants,light jacket,none
25.0,24.1,41,21.8,clear,morning,fall,neutral,formal,formal shirt,pants,light jacket,none
21.3,20.4,85,23.5,clear,morning,fall,neutral,party,kurta,cotton pants,light jacket,none
16.6,17.5,63,22.0,rain,evening,fall,bad,party,long sleeves,cotton pants,jacket,umbrella
21.6,22.8,71,10.8,clear,afternoon,fall,neutral,party,shirt,jeans,light jacket,none
17.3,18.7,43,12.5,rain,evening,fall,good,casual,formal shirt,cotton pants,jacket,umbrella
16.1,16.8,83,9.5,clear,evening,fall,neutral,work,kurta,jeans,light jacket,none
23.3,23.8,44,6.5,clear,afternoon,fall,bad,party,formal shirt,trousers,light jacket,none
23.9,24.5,63,24.0,clear,night,fall,bad,party,shirt,jeans,light jacket,none
22.5,22.3,49,11.1,rain,evening,fall,bad,casual,kurta,jeans,jacket,umbrella
24.4,23.2,65,18.3,rain,afternoon,fall,good,formal,formal shirt,jeans,jacket,umbrella
20.3,21.7,40,16.7,cloudy,evening,fall,neutral,formal,long sleeves,trousers,jacket,none
16.9,16.4,87,12.2,rain,morning,fall,neutral,party,kurta,pants,jacket,umbrella
16.2,17.2,55,15.3,clear,evening,fall,bad,casual,formal shirt,pants,light jacket,none
23.3,24.3,41,25.0,rain,night,fall,neutral,casual,long sleeves,cotton pants,jacket,umbrella
16.7,15.9,88,20.2,rain,evening,fall,bad,party,kurta,trousers,jacket,umbrella
16.5,17.6,43,21.7,cloudy,morning,fall,neutral,party,long sleeves,jeans,jacket,none
24.3,24.6,53,18.3,cloudy,night,fall,good,formal,long sleeves,pants,jacket,none
18.1,17.3,83,6.9,cloudy,night,fall,good,formal,formal shirt,pants,jacket,none
19.0,20.0,31,11.0,clear,morning,fall,good,party,long sleeves,jeans,light jacket,none
20.2,20.6,42,11.9,clear,morning,fall,bad,work,shirt,jeans,light jacket,none
18.0,17.4,86,24.1,cloudy,evening,fall,good,formal,formal shirt,trousers,jacket,none
16.9,16.3,58,6.1,cloudy,night,fall,neutral,party,kurta,cotton pants,jacket,none
17.5,17.4,64,22.1,cloudy,afternoon,fall,bad,work,shirt,jeans,jacket,none
23.6,22.5,44,24.4,rain,morning,fall,good,work,kurta,trousers,jacket,umbrella
24.0,23.8,82,18.3,cloudy,night,fall,good,casual,kurta,pants,jacket,none
17.0,18.0,57,5.6,rain,morning,fall,bad,work,kurta,jeans,jacket,umbrella
23.6,24.2,31,16.0,rain,evening,fall,bad,formal,kurta,cotton pants,jacket,umbrella
20.5,19.3,31,7.1,cloudy,morning,fall,bad,work,long sleeves,pants,jacket,none
19.1,18.6,66,23.7,cloudy,evening,fall,bad,formal,formal shirt,cotton pants,jacket,none
23.5,23.6,79,11.6,cloudy,night,fall,good,party,shirt,pants,jacket,none
19.6,18.5,70,24.7,rain,evening,fall,bad,work,long sleeves,pants,jacket,umbrella
21.8,21.2,84,6.5,cloudy,morning,fall,neutral,formal,kurta,cotton pants,jacket,none
17.2,18.1,77,6.1,clear,evening,fall,good,work,shirt,trousers,light jacket,none
18.3,17.0,51,8.9,clear,afternoon,fall,good,work,long sleeves,jeans,light jacket,none
21.3,21.1,44,17.7,rain,night,fall,good,work,kurta,trousers,jacket,umbrella
17.8,16.8,70,6.4,clear,night,fall,good,casual,kurta,trousers,light jacket,none
22.7,21.5,79,9.4,clear,evening,fall,good,formal,shirt,pants,light jacket,none
24.8,24.2,67,13.9,clear,evening,fall,good,work,long sleeves,pants,light jacket,none
21.0,21.7,77,9.9,cloudy,afternoon,fall,bad,work,kurta,trousers,jacket,none
16.8,16.5,70,23.6,cloudy,night,fall,good,casual,formal shirt,trousers,jacket,none
22.0,20.6,79,8.5,cloudy,evening,fall,bad,formal,long sleeves,pants,jacket,none
24.9,24.7,30,22.4,cloudy,night,fall,good,formal,shirt,trousers,jacket,none
18.1,18.2,55,17.5,clear,evening,fall,neutral,party,shirt,jeans,light jacket,none
22.6,21.5,86,11.4,clear,afternoon,fall,good,formal,long sleeves,pants,light jacket,none
16.7,16.9,33,17.8,rain,morning,fall,bad,casual,formal shirt,trousers,jacket,umbrella
24.7,25.5,30,23.3,cloudy,evening,fall,good,party,shirt,trousers,jacket,none
24.5,23.4,70,8.5,clear,evening,fall,neutral,formal,long sleeves,jeans,light jacket,none
17.1,18.0,40,18.3,rain,afternoon,fall,good,party,formal shirt,pants,jacket,umbrella
18.2,19.4,31,19.0,clear,evening,fall,neutral,work,kurta,pants,light jacket,none
23.6,24.7,74,13.8,rain,night,fall,bad,work,kurta,pants,jacket,umbrella
19.4,19.8,38,18.4,clear,afternoon,fall,bad,casual,kurta,jeans,light jacket,none
21.9,21.3,74,5.9,rain,morning,fall,good,party,formal shirt,trousers,jacket,umbrella
22.5,22.8,68,12.9,cloudy,afternoon,fall,bad,casual,kurta,cotton pants,jacket,none
21.8,22.7,61,12.7,cloudy,night,fall,good,casual,shirt,pants,jacket,none
16.5,17.8,78,9.0,cloudy,afternoon,fall,bad,work,kurta,jeans,jacket,none
17.2,16.8,59,13.8,rain,morning,fall,good,work,long sleeves,cotton pants,jacket,umbrella
22.2,20.9,72,9.5,cloudy,morning,fall,neutral,casual,long sleeves,pants,jacket,none
16.3,15.0,90,11.6,clear,morning,fall,neutral,casual,long sleeves,pants,light jacket,none
24.9,24.4,50,18.3,clear,night,fall,bad,casual,shirt,pants,light jacket,none
24.5,24.2,76,7.1,clear,evening,fall,neutral,formal,long sleeves,cotton pants,light jacket,none
22.7,22.5,36,5.5,cloudy,night,fall,good,casual,kurta,jeans,jacket,none
24.7,24.8,46,21.0,cloudy,evening,fall,good,formal,formal shirt,cotton pants,jacket,none
20.8,20.5,41,11.7,clear,evening,fall,bad,formal,kurta,cotton pants,light jacket,none
16.1,16.3,80,13.4,clear,evening,fall,bad,work,formal shirt,pants,light jacket,none
24.7,24.8,70,13.5,rain,afternoon,fall,neutral,work,shirt,pants,jacket,umbrella
19.3,18.5,80,22.3,cloudy,night,fall,good,work,formal shirt,cotton pants,jacket,none
21.5,21.1,38,7.0,clear,morning,fall,neutral,work,shirt,pants,light jacket,none
21.3,20.3,41,21.6,clear,evening,fall,neutral,formal,kurta,pants,light jacket,none
24.9,24.0,38,21.1,cloudy,evening,fall,neutral,casual,shirt,jeans,jacket,none
24.9,24.8,53,10.6,cloudy,night,fall,good,party,shirt,jeans,jacket,none
21.4,20.8,48,12.7,clear,morning,fall,neutral,formal,long sleeves,pants,light jacket,none
23.7,23.0,71,9.5,clear,afternoon,fall,bad,party,kurta,jeans,light jacket,none
17.6,17.2,79,19.0,cloudy,afternoon,fall,neutral,party,kurta,pants,jacket,none
22.5,22.4,84,20.1,rain,evening,fall,neutral,casual,shirt,pants,jacket,umbrella
18.9,18.9,52,19.0,clear,night,fall,good,party,long sleeves,cotton pants,light jacket,none
20.1,20.6,73,23.5,cloudy,evening,fall,good,party,long sleeves,trousers,jacket,none
22.0,22.4,43,16.0,cloudy,morning,fall,neutral,casual,kurta,cotton pants,jacket,none
16.5,17.6,38,11.3,clear,evening,fall,good,party,long sleeves,trousers,light jacket,none
20.3,19.2,70,22.5,clear,evening,fall,neutral,party,kurta,trousers,light jacket,none
16.0,15.7,57,8.1,clear,evening,fall,neutral,party,long sleeves,jeans,light jacket,none
23.1,22.0,68,5.0,cloudy,afternoon,fall,bad,work,long sleeves,trousers,jacket,none
17.1,17.5,40,6.0,clear,morning,fall,neutral,party,kurta,pants,light jacket,none
23.8,22.9,32,22.4,clear,night,fall,neutral,formal,formal shirt,pants,light jacket,none
19.2,19.3,47,5.2,rain,afternoon,fall,neutral,work,shirt,trousers,jacket,umbrella
19.9,20.8,80,7.6,cloudy,evening,fall,good,formal,formal shirt,trousers,jacket,none
24.9,23.7,80,17.5,clear,night,fall,bad,work,shirt,jeans,light jacket,none
18.2,19.3,61,9.1,cloudy,afternoon,fall,good,casual,shirt,jeans,jacket,none
19.8,19.1,45,7.5,rain,evening,fall,good,work,kurta,pants,jacket,umbrella
19.0,17.6,66,18.0,rain,evening,fall,good,party,kurta,cotton pants,jacket,umbrella
24.8,23.6,43,12.8,rain,morning,fall,good,formal,shirt,trousers,jacket,umbrella
16.5,15.3,60,15.8,rain,afternoon,fall,good,work,shirt,cotton pants,jacket,umbrella
19.9,21.1,84,16.3,clear,morning,fall,neutral,formal,long sleeves,pants,light jacket,none
21.5,21.5,79,23.7,rain,morning,fall,neutral,work,formal shirt,pants,jacket,umbrella
20.7,19.8,34,9.8,cloudy,night,fall,neutral,party,kurta,trousers,jacket,none
19.5,18.4,78,7.6,rain,night,fall,good,work,shirt,pants,jacket,umbrella
19.6,20.3,83,9.5,rain,evening,fall,good,casual,formal shirt,jeans,jacket,umbrella
24.5,24.4,39,9.3,clear,evening,fall,bad,party,kurta,cotton pants,light jacket,none
19.4,19.3,31,7.4,cloudy,evening,fall,bad,work,formal shirt,trousers,jacket,none
22.8,21.7,73,18.1,rain,evening,fall,neutral,work,kurta,jeans,jacket,umbrella
20.2,19.0,69,13.4,rain,afternoon,fall,good,party,kurta,pants,jacket,umbrella
18.7,18.7,54,21.7,clear,afternoon,fall,good,casual,kurta,jeans,light jacket,none
24.0,23.3,89,22.1,cloudy,morning,fall,neutral,party,kurta,cotton pants,jacket,none
24.6,24.0,79,8.3,rain,evening,fall,good,party,kurta,pants,jacket,umbrella
18.3,17.4,67,15.5,clear,evening,fall,neutral,party,formal shirt,jeans,light jacket,none
17.2,16.0,46,18.7,rain,afternoon,fall,neutral,work,long sleeves,pants,jacket,umbrella
19.5,18.6,65,9.4,cloudy,morning,fall,bad,casual,long sleeves,jeans,jacket,none
20.0,20.5,85,21.0,clear,afternoon,fall,neutral,casual,formal shirt,trousers,light jacket,none
18.7,18.5,65,23.1,cloudy,morning,fall,bad,work,shirt,pants,jacket,none
16.8,17.2,74,20.5,cloudy,night,fall,good,casual,long sleeves,jeans,jacket,none
17.7,17.6,77,20.0,cloudy,evening,fall,good,party,kurta,cotton pants,jacket,none
20.2,21.2,65,12.3,cloudy,afternoon,fall,neutral,casual,long sleeves,jeans,jacket,none
21.8,22.0,31,9.3,cloudy,night,fall,bad,formal,kurta,cotton pants,jacket,none
17.7,18.1,70,20.1,cloudy,morning,fall,bad,casual,long sleeves,jeans,jacket,none
23.7,24.0,49,16.8,clear,night,fall,good,party,long sleeves,trousers,light jacket,none
24.7,25.6,85,24.9,clear,night,fall,neutral,work,kurta,cotton pants,light jacket,none
18.9,18.5,78,22.6,cloudy,night,fall,neutral,work,shirt,trousers,jacket,none
19.9,20.3,78,6.0,cloudy,night,fall,neutral,party,kurta,cotton pants,jacket,none
23.5,24.4,47,11.7,cloudy,evening,fall,neutral,party,shirt,pants,jacket,none
21.0,22.3,45,10.1,clear,morning,fall,good,formal,long sleeves,jeans,light jacket,none
19.3,18.1,74,9.7,clear,night,fall,good,casual,kurta,trousers,light jacket,none
24.5,23.5,36,7.1,rain,morning,fall,good,work,shirt,trousers,jacket,umbrella
17.9,16.9,81,7.9,cloudy,morning,fall,bad,party,shirt,jeans,jacket,none
22.3,21.0,88,17.4,clear,morning,fall,neutral,party,kurta,jeans,light jacket,none
17.0,17.7,37,11.4,rain,evening,fall,good,formal,formal shirt,jeans,jacket,umbrella
20.9,22.1,50,21.4,cloudy,morning,fall,good,casual,kurta,cotton pants,jacket,none
23.1,21.7,79,24.2,clear,evening,fall,good,party,shirt,jeans,light jacket,none
20.6,20.2,57,11.3,rain,afternoon,fall,good,formal,kurta,trousers,jacket,umbrella
17.1,16.4,50,11.0,rain,evening,fall,good,party,long sleeves,trousers,jacket,umbrella
22.3,23.2,62,22.2,clear,evening,fall,neutral,casual,long sleeves,trousers,light jacket,none
23.2,22.7,34,8.0,clear,evening,fall,bad,party,formal shirt,jeans,light jacket,none
21.2,21.8,49,5.8,rain,morning,fall,neutral,party,long sleeves,cotton pants,jacket,umbrella
21.7,20.3,42,20.0,clear,afternoon,fall,good,work,formal shirt,pants,light jacket,none
24.5,23.7,68,20.0,rain,evening,fall,neutral,casual,shirt,pants,jacket,umbrella
16.5,17.9,47,5.8,rain,morning,fall,bad,work,shirt,jeans,jacket,umbrella
22.1,22.9,78,23.5,clear,evening,fall,bad,formal,shirt,trousers,light jacket,none
20.0,19.8,73,14.4,clear,morning,fall,good,work,long sleeves,trousers,light jacket,none
18.2,18.4,66,13.8,clear,night,fall,bad,casual,shirt,cotton pants,light jacket,none
21.5,22.0,83,23.9,clear,morning,fall,good,formal,long sleeves,pants,light jacket,none
16.0,15.8,62,10.8,clear,afternoon,fall,good,casual,shirt,pants,light jacket,none
21.2,21.4,89,9.9,cloudy,night,fall,neutral,formal,kurta,cotton pants,jacket,none
24.5,25.0,67,20.7,rain,afternoon,fall,neutral,work,long sleeves,jeans,jacket,umbrella
18.8,19.8,58,15.8,clear,evening,fall,bad,party,kurta,jeans,light jacket,none
16.6,16.5,89,5.1,rain,night,fall,good,casual,shirt,cotton pants,jacket,umbrella
17.0,17.6,45,11.0,cloudy,night,fall,neutral,casual,formal shirt,trousers,jacket,none
22.8,23.6,58,6.0,clear,night,fall,good,casual,long sleeves,trousers,light jacket,none
19.8,20.5,50,20.0,rain,morning,fall,neutral,casual,shirt,pants,jacket,umbrella
16.5,15.3,77,20.8,rain,evening,fall,good,work,kurta,pants,jacket,umbrella
17.0,16.7,90,24.0,clear,evening,fall,bad,formal,shirt,trousers,light jacket,none
22.5,23.7,39,16.2,rain,morning,fall,good,casual,formal shirt,cotton pants,jacket,umbrella
24.9,26.1,32,16.4,cloudy,evening,fall,bad,casual,long sleeves,pants,jacket,none
19.9,19.6,33,15.3,cloudy,morning,fall,bad,formal,long sleeves,cotton pants,jacket,none
24.6,26.0,68,8.3,cloudy,evening,fall,neutral,formal,kurta,trousers,jacket,none
20.5,20.8,51,24.7,rain,morning,fall,neutral,formal,long sleeves,cotton pants,jacket,umbrella
18.9,17.6,66,18.2,rain,evening,fall,neutral,party,long sleeves,jeans,jacket,umbrella
21.2,22.6,40,7.9,cloudy,morning,fall,neutral,formal,kurta,jeans,jacket,none
21.4,20.3,74,16.6,rain,morning,fall,neutral,formal,kurta,pants,jacket,umbrella
19.0,18.5,75,10.7,rain,evening,fall,neutral,casual,formal shirt,pants,jacket,umbrella
20.8,19.3,36,7.8,clear,evening,fall,good,work,kurta,trousers,light jacket,none
19.4,20.5,31,22.0,clear,morning,fall,bad,casual,formal shirt,jeans,light jacket,none
17.5,16.5,56,6.9,rain,afternoon,fall,neutral,work,formal shirt,trousers,jacket,umbrella
20.5,19.9,82,9.2,clear,evening,fall,neutral,casual,formal shirt,pants,light jacket,none
16.7,15.7,61,16.1,cloudy,evening,fall,bad,casual,long sleeves,trousers,jacket,none
19.3,19.8,75,20.5,rain,night,fall,neutral,formal,kurta,jeans,jacket,umbrella
24.3,24.2,77,23.3,rain,evening,fall,neutral,party,kurta,cotton pants,jacket,umbrella
19.0,20.5,59,12.3,rain,night,fall,neutral,formal,kurta,cotton pants,jacket,umbrella
18.2,18.8,54,9.6,cloudy,night,fall,good,formal,shirt,pants,jacket,none
24.9,25.0,54,17.1,clear,evening,fall,good,work,kurta,cotton pants,light jacket,none
21.4,21.1,34,9.6,clear,night,fall,bad,formal,shirt,pants,light jacket,none
18.1,19.2,88,11.7,cloudy,night,fall,bad,work,kurta,pants,jacket,none
16.9,16.4,35,22.6,clear,evening,fall,bad,work,formal shirt,cotton pants,light jacket,none
16.4,16.9,84,15.1,rain,morning,fall,bad,formal,kurta,trousers,jacket,umbrella
16.8,16.8,88,12.5,clear,night,fall,bad,party,shirt,pants,light jacket,none
24.2,23.3,54,15.1,rain,afternoon,fall,good,casual,shirt,cotton pants,jacket,umbrella
16.0,16.0,59,18.7,rain,night,fall,good,casual,long sleeves,jeans,jacket,umbrella
17.9,18.5,36,14.0,rain,morning,fall,bad,party,kurta,pants,jacket,umbrella
22.7,23.8,90,5.3,clear,evening,fall,bad,party,kurta,cotton pants,light jacket,none
23.2,23.4,30,6.7,cloudy,morning,fall,neutral,party,long sleeves,pants,jacket,none
17.3,17.3,40,11.0,rain,night,fall,good,casual,shirt,pants,jacket,umbrella
20.6,20.7,35,7.5,clear,morning,fall,good,casual,kurta,pants,light jacket,none
22.5,22.0,45,24.3,cloudy,morning,fall,bad,formal,long sleeves,cotton pants,jacket,none
20.0,21.0,71,18.1,rain,evening,fall,neutral,formal,kurta,jeans,jacket,umbrella
19.7,19.5,66,9.4,rain,night,fall,neutral,casual,shirt,cotton pants,jacket,umbrella
24.3,23.7,87,22.1,clear,evening,fall,good,work,kurta,jeans,light jacket,none
16.5,15.3,45,8.7,rain,afternoon,fall,neutral,work,formal shirt,trousers,jacket,umbrella
17.4,18.7,33,12.8,cloudy,night,fall,bad,formal,formal shirt,cotton pants,jacket,none
24.7,24.2,63,20.7,clear,evening,fall,bad,party,shirt,cotton pants,light jacket,none
18.2,18.3,81,12.6,clear,evening,fall,bad,work,long sleeves,cotton pants,light jacket,none
16.5,15.6,56,18.6,clear,evening,fall,neutral,casual,formal shirt,cotton pants,light jacket,none
22.6,22.4,84,15.4,rain,night,fall,good,party,kurta,trousers,jacket,umbrella
17.2,18.0,53,19.0,cloudy,morning,fall,good,casual,long sleeves,trousers,jacket,none
17.4,17.4,32,13.9,cloudy,evening,fall,bad,party,shirt,pants,jacket,none
20.7,20.4,59,9.4,clear,afternoon,fall,neutral,party,shirt,trousers,light jacket,none
23.0,22.4,32,21.2,cloudy,evening,fall,good,party,formal shirt,trousers,jacket,none
18.2,17.7,45,16.6,cloudy,evening,fall,bad,formal,shirt,pants,jacket,none
21.1,20.2,78,13.7,clear,morning,fall,bad,formal,long sleeves,pants,light jacket,none
22.6,22.6,32,8.8,cloudy,afternoon,fall,neutral,party,formal shirt,pants,jacket,none
17.0,17.6,61,20.7,cloudy,night,fall,good,work,kurta,pants,jacket,none
18.3,19.7,87,19.9,clear,morning,fall,neutral,formal,kurta,jeans,light jacket,none
19.2,18.7,60,10.0,clear,evening,fall,bad,casual,long sleeves,pants,light jacket,none
17.4,16.4,45,19.3,cloudy,morning,fall,good,formal,kurta,jeans,jacket,none
19.1,20.4,76,7.9,cloudy,evening,fall,bad,formal,kurta,trousers,jacket,none
22.3,21.1,46,11.5,clear,night,fall,good,formal,formal shirt,trousers,light jacket,none
21.5,20.2,74,21.1,rain,night,fall,neutral,casual,kurta,trousers,jacket,umbrella
23.3,22.7,84,24.9,cloudy,afternoon,fall,good,party,formal shirt,cotton pants,jacket,none
20.7,20.5,68,17.9,cloudy,evening,fall,bad,formal,formal shirt,jeans,jacket,none
19.3,19.0,49,13.6,rain,morning,fall,good,casual,shirt,cotton pants,jacket,umbrella
22.2,22.5,50,24.5,rain,evening,fall,bad,formal,long sleeves,jeans,jacket,umbrella
24.9,24.4,68,20.8,rain,afternoon,fall,good,party,shirt,pants,jacket,umbrella
22.0,23.1,74,21.5,clear,morning,fall,bad,formal,formal shirt,trousers,light jacket,none
16.1,15.1,45,16.1,rain,afternoon,fall,bad,formal,formal shirt,trousers,jacket,umbrella
17.0,16.8,41,15.9,rain,evening,fall,good,party,shirt,jeans,jacket,umbrella
19.2,19.8,65,24.7,clear,afternoon,fall,neutral,casual,kurta,jeans,light jacket,none
22.4,22.8,84,17.3,clear,night,fall,neutral,party,formal shirt,trousers,light jacket,none
4.1,5.5,67,14.3,snow,evening,winter,good,party,long sleeves,shalwar,jacket,gloves
12.1,11.5,61,24.9,clear,evening,winter,good,work,sweater,shalwar,jacket,scarf
-2.3,-2.8,77,24.3,cloudy,afternoon,winter,neutral,casual,kurta,trousers,puffer jacket,scarf
-0.4,0.2,31,8.4,snow,afternoon,winter,bad,casual,sweater,pants,puffer jacket,beanie
10.6,11.4,48,23.2,snow,morning,winter,neutral,formal,kurta,trousers,puffer jacket,gloves
15.0,13.6,55,17.2,clear,night,winter,bad,casual,kurta,shalwar,coat,gloves
-4.8,-4.0,38,9.8,snow,morning,winter,bad,casual,long sleeves,jeans,puffer jacket,gloves
-3.9,-4.7,45,15.9,clear,evening,winter,bad,formal,sweater,jeans,jacket,gloves
-4.9,-3.8,61,7.8,snow,evening,winter,neutral,work,kurta,jeans,jacket,gloves
13.0,12.4,40,23.5,rain,evening,winter,bad,party,hoodie,pants,coat,scarf
11.7,11.4,55,17.5,cloudy,afternoon,winter,good,casual,sweater,shalwar,puffer jacket,scarf
3.4,4.2,54,23.2,cloudy,evening,winter,good,casual,hoodie,pants,coat,gloves
3.5,3.3,84,19.2,rain,afternoon,winter,neutral,casual,long sleeves,shalwar,jacket,scarf
5.9,6.3,63,24.7,rain,morning,winter,good,formal,hoodie,trousers,coat,gloves
14.1,13.4,52,21.6,rain,night,winter,good,work,sweater,trousers,coat,beanie
-3.3,-2.2,59,7.8,cloudy,afternoon,winter,good,casual,hoodie,pants,jacket,gloves
-4.2,-5.2,81,16.8,rain,afternoon,winter,neutral,party,long sleeves,shalwar,puffer jacket,beanie
12.5,11.2,41,12.9,rain,afternoon,winter,good,casual,hoodie,trousers,jacket,gloves
9.3,8.7,41,20.6,rain,night,winter,bad,work,kurta,shalwar,puffer jacket,scarf
0.5,-1.0,81,13.2,snow,afternoon,winter,bad,work,hoodie,trousers,jacket,gloves
7.7,7.8,73,18.4,snow,night,winter,neutral,casual,kurta,jeans,jacket,gloves
3.2,2.4,71,14.5,rain,night,winter,bad,work,kurta,jeans,jacket,scarf
13.7,14.9,62,17.8,snow,afternoon,winter,neutral,party,long sleeves,jeans,coat,scarf
1.2,1.4,60,9.4,rain,afternoon,winter,neutral,party,long sleeves,pants,puffer jacket,gloves
8.5,7.1,38,20.9,cloudy,afternoon,winter,good,work,kurta,pants,puffer jacket,gloves
0.2,1.0,33,24.2,cloudy,evening,winter,good,formal,kurta,pants,jacket,gloves
1.6,0.8,87,24.7,cloudy,afternoon,winter,good,party,hoodie,jeans,puffer jacket,gloves
1.4,2.4,90,11.8,clear,night,winter,good,formal,kurta,trousers,puffer jacket,gloves
2.0,2.7,59,24.3,clear,morning,winter,good,work,sweater,trousers,coat,gloves
1.7,0.8,77,8.2,clear,evening,winter,bad,party,kurta,trousers,puffer jacket,scarf
7.6,7.2,80,21.6,snow,night,winter,neutral,work,kurta,jeans,jacket,beanie
